image_path,x1,y1,x2,y2,category,image_id,split,category_old,x1_modified,y1_modified,x2_modified,y2_modified
img/Bike_Print_Tee/img_00000012.jpg,25,71,183,267,5,123260,train,18,25.0,71.0,183.0,267.0
img/Heathered_Frida_Kahlo_Tee/img_00000015.jpg,33,103,191,261,5,101290,train,18,33.0,103.0,191.0,261.0
img/Baroque_Print_Tee/img_00000029.jpg,1,37,200,239,5,99829,train,18,1.0,37.0,200.0,239.0
img/Draped_Open-Front_Jacket/img_00000016.jpg,64,42,128,246,0,83697,train,11,64.0,42.0,128.0,246.0
img/Racerback_Tank/img_00000058.jpg,26,7,133,213,3,131737,train,17,26.0,7.0,133.0,213.0
img/Abstract-Stripe_Fuzzy_Sweater/img_00000009.jpg,1,62,144,271,2,80881,train,16,1.0,62.0,144.0,271.0
img/Asymmetric_Zipper_Cardigan/img_00000029.jpg,1,5,220,300,1,90464,train,6,1.0,5.0,220.0,300.0
img/Longline_Crepe_Jacket/img_00000024.jpg,27,35,122,243,0,113501,train,11,27.0,35.0,122.0,243.0
img/Classic_Split-Neck_Blouse/img_00000083.jpg,65,78,157,245,4,11147,train,3,65.0,78.0,157.0,245.0
img/Triangle_Print_Chiffon_Blouse/img_00000071.jpg,8,33,200,193,4,5372,train,3,8.0,33.0,200.0,193.0
img/Leaf_Print_Tank/img_00000016.jpg,33,1,242,300,3,111854,train,17,33.0,1.0,242.0,300.0
img/Striped_Tulip_Back_Tee/img_00000026.jpg,35,85,202,286,5,45809,train,18,35.0,85.0,202.0,286.0
img/Mon_Belle_Graphic_Tee/img_00000002.jpg,71,54,186,177,5,121319,train,18,71.0,54.0,186.0,177.0
img/French_Terry_Open-Front_Cardigan/img_00000055.jpg,76,76,246,281,1,96468,train,6,76.0,76.0,246.0,281.0
img/Favorite_Heathered_Tank/img_00000001.jpg,52,69,154,201,3,92038,train,17,52.0,69.0,154.0,201.0
img/Pintuck_Pleated_Blouse/img_00000102.jpg,27,1,281,300,4,28019,train,3,27.0,1.0,281.0,300.0
img/Classic_Knit_Cardigan/img_00000042.jpg,1,69,195,220,1,68261,train,6,1.0,69.0,195.0,220.0
img/NYC_Graphic_Tee/img_00000003.jpg,1,12,300,132,5,122143,train,18,1.0,12.0,300.0,132.0
img/Woven_Open-Back_Blouse/img_00000049.jpg,16,9,188,219,4,8014,train,3,16.0,9.0,188.0,219.0
img/Dip-Dye_Sweater/img_00000060.jpg,90,61,212,196,2,80965,train,16,90.0,61.0,212.0,196.0
img/Guns_N_Roses_Muscle_Tee/img_00000021.jpg,28,13,209,290,5,99684,train,18,28.0,13.0,209.0,290.0
img/Watercolor_Abstract_Print_Blouse/img_00000084.jpg,1,81,204,278,4,7183,train,3,1.0,81.0,204.0,278.0
img/Fringed_Crochet_Tank/img_00000012.jpg,27,1,278,263,3,96889,train,17,27.0,1.0,278.0,263.0
img/Semi-Sheer_Racerback_Tank/img_00000029.jpg,47,66,124,191,3,138524,train,17,47.0,66.0,124.0,191.0
img/Quilted_Bomber_Jacket/img_00000060.jpg,104,33,200,200,0,131233,train,11,104.0,33.0,200.0,200.0
img/Marled_Knit_Hooded_Sweater/img_00000013.jpg,18,84,190,250,2,117374,train,16,18.0,84.0,190.0,250.0
img/Classic_Racerback_Tank/img_00000056.jpg,1,1,179,300,3,69022,train,17,1.0,1.0,179.0,300.0
img/Chevron_Pattern_Cardigan/img_00000016.jpg,1,125,200,300,1,63666,train,6,1.0,125.0,200.0,300.0
img/Dotted_Crepe_Blouse/img_00000028.jpg,45,75,194,202,4,16462,train,3,45.0,75.0,194.0,202.0
img/EPTM._Heathered_Mesh_Panel_Tee/img_00000013.jpg,1,104,300,300,5,84899,train,18,1.0,104.0,300.0,300.0
img/Chiffon_Paneled_Sweater/img_00000027.jpg,71,61,239,287,2,64381,train,16,71.0,61.0,239.0,287.0
img/Faux-Fur_Trimmed_Puffer_Parka/img_00000060.jpg,78,36,170,196,0,91966,train,13,78.0,36.0,170.0,196.0
img/Classic_Distressed_Denim_Jacket/img_00000036.jpg,16,87,184,273,0,67632,train,11,16.0,87.0,184.0,273.0
img/Collared_Luxe_Faux_Fur_Jacket/img_00000055.jpg,30,69,287,292,0,70815,train,11,30.0,69.0,287.0,292.0
img/Faux_Fur_&_Knit_Sweater/img_00000013.jpg,105,26,300,201,2,88682,train,16,105.0,26.0,300.0,201.0
img/Floral-Embroidered_Bomber_Jacket/img_00000055.jpg,1,43,240,297,0,95180,train,11,1.0,43.0,240.0,297.0
img/Marled_Crew_Neck_Sweater/img_00000021.jpg,32,51,177,230,2,116763,train,16,32.0,51.0,177.0,230.0
img/Buttoned_Eyelet_Tank/img_00000003.jpg,59,46,123,158,3,55777,train,17,59.0,46.0,123.0,158.0
img/Marled_Open-Front_Cardigan/img_00000004.jpg,45,82,189,264,1,117794,train,6,45.0,82.0,189.0,264.0
img/Mixed_Knit_Cardigan/img_00000050.jpg,24,57,169,288,1,120897,train,6,24.0,57.0,169.0,288.0
img/Chunky_Knit_Longline_Cardigan/img_00000049.jpg,62,44,147,199,1,65332,train,6,62.0,44.0,147.0,199.0
img/Rhinestoned_&_Beaded_Blouse/img_00000009.jpg,82,96,224,261,4,30536,train,3,82.0,96.0,224.0,261.0
img/Striped_Colorblock_Tank/img_00000042.jpg,1,15,228,265,3,42340,train,17,1.0,15.0,228.0,265.0
img/Southwestern_Print_Tank/img_00000014.jpg,54,79,150,188,3,38401,train,17,54.0,79.0,150.0,188.0
img/Southwestern-Patterned_Fringe_Cardigan/img_00000012.jpg,18,63,192,250,1,38841,train,6,18.0,63.0,192.0,250.0
img/Micro-Striped_Crew_Neck_Tee/img_00000005.jpg,67,77,233,276,5,120292,train,18,67.0,77.0,233.0,276.0
img/Faux_Shearling_Collar_Marled_Jacket/img_00000008.jpg,77,57,130,158,0,91261,train,11,77.0,57.0,130.0,158.0
img/Los_Angeles_Graphic_Tank/img_00000014.jpg,72,27,217,300,3,115220,train,17,72.0,27.0,217.0,300.0
img/Laid_Back_Striped_Sweater/img_00000034.jpg,55,87,168,256,2,111158,train,16,55.0,87.0,168.0,256.0
img/Crochet_Mesh_Tank/img_00000049.jpg,8,85,193,275,3,76064,train,17,8.0,85.0,193.0,275.0
img/Boxy_Wide_Neck_Tee/img_00000001.jpg,34,19,251,300,5,39603,train,18,34.0,19.0,251.0,300.0
img/Striped_Mandarin_Collar_Blouse/img_00000105.jpg,62,29,228,236,4,2794,train,3,62.0,29.0,228.0,236.0
img/Miami_Heat_Graphic_Tee/img_00000060.jpg,1,1,236,236,5,120010,train,18,1.0,1.0,236.0,236.0
img/Finish_Line_Athletic_Tank/img_00000017.jpg,32,1,240,300,3,92801,train,17,32.0,1.0,240.0,300.0
img/High-Neck_Sheer_Blouse/img_00000101.jpg,86,58,157,212,4,22590,train,3,86.0,58.0,157.0,212.0
img/Embroidered_Bead_Keyhole_Blouse/img_00000066.jpg,69,92,243,270,4,17669,train,3,69.0,92.0,243.0,270.0
img/Side-Slit_Tee/img_00000012.jpg,49,69,206,280,5,33931,train,18,49.0,69.0,206.0,280.0
img/Island_Graphic_Boxy_Tee/img_00000004.jpg,52,34,105,146,5,107296,train,18,52.0,34.0,105.0,146.0
img/Embroidered_Floral_Pattern_Blouse/img_00000038.jpg,63,10,249,300,4,17855,train,3,63.0,10.0,249.0,300.0
img/OK_LA_Muscle_Tee/img_00000019.jpg,22,59,149,219,5,123973,train,18,22.0,59.0,149.0,219.0
img/Ruffled_Rose_Blouse/img_00000004.jpg,2,9,199,250,4,31739,train,3,2.0,9.0,199.0,250.0
img/Paisley_Chiffon_Cardigan/img_00000017.jpg,2,9,223,265,1,127045,train,6,2.0,9.0,223.0,265.0
img/High-Neck_Sheer_Blouse/img_00000098.jpg,110,69,226,275,4,22587,train,3,110.0,69.0,226.0,275.0
img/Crochet-Trimmed_Sweater/img_00000013.jpg,31,80,180,235,2,76660,train,16,31.0,80.0,180.0,235.0
img/France_Graphic_Longline_Tee/img_00000025.jpg,19,91,168,175,5,95986,train,18,19.0,91.0,168.0,175.0
img/Dot-Patterned_Athletic_Tank/img_00000019.jpg,59,63,143,237,3,82612,train,17,59.0,63.0,143.0,237.0
img/Tribal_Print_Muscle_Tee/img_00000002.jpg,46,38,209,269,5,52442,train,18,46.0,38.0,209.0,269.0
img/Bull_Graphic_Muscle_Tee/img_00000025.jpg,61,71,191,281,5,47896,train,18,61.0,71.0,191.0,281.0
img/Spoiled_Graphic_Tee/img_00000013.jpg,1,45,235,300,5,39660,train,18,1.0,45.0,235.0,300.0
img/Crochet_Cable_Knit_Sweater/img_00000049.jpg,1,58,244,286,2,75499,train,16,1.0,58.0,244.0,286.0
img/Southwestern-Patterned_Burnout_Cardigan/img_00000011.jpg,6,60,204,256,1,38751,train,6,6.0,60.0,204.0,256.0
img/Fuzzy_Polka_Dot_Cardigan/img_00000045.jpg,53,83,184,239,1,97840,train,6,53.0,83.0,184.0,239.0
img/Semi-Sheer_Racerback_Tank/img_00000009.jpg,98,93,207,260,3,138504,train,17,98.0,93.0,207.0,260.0
img/California_66_Tie-Dye_Tank/img_00000023.jpg,34,101,186,236,3,61450,train,17,34.0,101.0,186.0,236.0
img/Textured_Crosshatch_Dolman_Tee/img_00000023.jpg,38,56,166,205,5,48342,train,18,38.0,56.0,166.0,205.0
img/Basic_Tank/img_00000047.jpg,31,1,197,300,3,103471,train,17,31.0,1.0,197.0,300.0
img/Crochet-Back_Tank/img_00000037.jpg,79,77,180,239,3,76235,train,17,79.0,77.0,180.0,239.0
img/Unicorns_Graphic_Cutout_Tank/img_00000032.jpg,96,78,206,212,3,54871,train,17,96.0,78.0,206.0,212.0
img/Asymmetrical_Hem_Tee/img_00000017.jpg,69,68,226,189,5,90910,train,18,69.0,68.0,226.0,189.0
img/Loose-Knit_Dolman_Cardigan/img_00000044.jpg,40,46,156,170,1,114973,train,6,40.0,46.0,156.0,170.0
img/Contrast_Marled_Knit_Sweater/img_00000026.jpg,44,63,195,253,2,73365,train,16,44.0,63.0,195.0,253.0
img/Brooklyn_Nets_Baseball_Tee/img_00000033.jpg,35,2,166,258,5,43823,train,18,35.0,2.0,166.0,258.0
img/Ethereal_Draped_Front_Blouse/img_00000047.jpg,56,43,142,163,4,19052,train,3,56.0,43.0,142.0,163.0
img/Embroidered_Chiffon_Blouse/img_00000093.jpg,22,32,77,80,4,17783,train,3,22.0,32.0,77.0,80.0
img/Heathered_Seamless_Workout_Tank/img_00000006.jpg,65,123,138,248,3,102496,train,17,65.0,123.0,138.0,248.0
img/Triangle-Patterned_Dolman_Cardigan/img_00000004.jpg,65,72,163,229,1,52011,train,6,65.0,72.0,163.0,229.0
img/Embellished_Boxy_Tee/img_00000043.jpg,32,54,177,184,5,86074,train,18,32.0,54.0,177.0,184.0
img/Gauze_Layered-Trim_Blouse/img_00000005.jpg,12,81,179,266,4,21581,train,3,12.0,81.0,179.0,266.0
img/Ribbed_Dolman_Cardigan/img_00000026.jpg,22,22,200,286,1,134249,train,6,22.0,22.0,200.0,286.0
img/Geometric_Button-Down_Blouse/img_00000059.jpg,50,72,187,234,4,21809,train,3,50.0,72.0,187.0,234.0
img/Boxy_Utility_Jacket/img_00000053.jpg,70,85,240,293,0,39293,train,11,70.0,85.0,240.0,293.0
img/Striped_Twist-Front_Blouse/img_00000008.jpg,71,42,151,287,4,3098,train,3,71.0,42.0,151.0,287.0
img/Marled_Knit_Combo_Jacket/img_00000008.jpg,82,89,180,300,0,117178,train,11,82.0,89.0,180.0,300.0
img/Varsity-Striped_Piqu&eacute;_Track_Jacket/img_00000028.jpg,14,59,200,275,0,56277,train,11,14.0,59.0,200.0,275.0
img/Dip-Dyed_Sweater_Tank/img_00000033.jpg,41,81,186,300,3,81158,train,17,41.0,81.0,186.0,300.0
img/Boxy_Fancy_Graphic_Tee/img_00000022.jpg,64,83,172,236,5,136551,train,18,64.0,83.0,172.0,236.0
img/Crew_Neck_Knit_Tee/img_00000011.jpg,61,62,257,292,5,75028,train,18,61.0,62.0,257.0,292.0
img/Yes_Please_Knot-Front_Tee/img_00000011.jpg,33,80,179,252,5,59114,train,18,33.0,80.0,179.0,252.0
img/Chevron_Pattern_Cardigan/img_00000045.jpg,61,71,138,246,1,63695,train,6,61.0,71.0,138.0,246.0
img/Faux_Suede_Fringe_Jacket/img_00000066.jpg,43,93,216,254,0,91726,train,11,43.0,93.0,216.0,254.0
img/Bike_Print_Tee/img_00000022.jpg,1,1,300,298,5,123270,train,18,1.0,1.0,300.0,298.0
img/Waldo_Graphic_Tee/img_00000022.jpg,5,1,298,300,5,57339,train,18,5.0,1.0,298.0,300.0
img/Crew_Neck_Fisherman_Sweater/img_00000049.jpg,18,76,190,285,2,75004,train,16,18.0,76.0,190.0,285.0
"img/Young,_Beautiful,_&_Glamorous_Sweater/img_00000029.jpg",61,99,182,205,2,59397,train,16,61.0,99.0,182.0,205.0
img/Charlie_Brown_Print_Tank/img_00000022.jpg,31,33,139,239,3,63229,train,17,31.0,33.0,139.0,239.0
img/Collarless_Marled_Cardigan/img_00000004.jpg,90,47,188,174,1,71181,train,6,90.0,47.0,188.0,174.0
img/Chambray_Popover_Blouse/img_00000084.jpg,19,83,164,219,4,9112,train,3,19.0,83.0,164.0,219.0
img/Chiffon_Maxi_Cardigan/img_00000032.jpg,60,36,220,286,1,64314,train,6,60.0,36.0,220.0,286.0
img/Crochet_Mesh_Racerback_Tank/img_00000007.jpg,38,21,238,300,3,75975,train,17,38.0,21.0,238.0,300.0
img/Tribal_Patterned_Jacket/img_00000032.jpg,99,63,200,152,0,52303,train,11,99.0,63.0,200.0,152.0
img/Collarless_Marled_Cardigan/img_00000005.jpg,32,51,171,248,1,71182,train,6,32.0,51.0,171.0,248.0
img/Tie-Dye_Fringe_Tank/img_00000064.jpg,47,20,161,156,3,50386,train,17,47.0,20.0,161.0,156.0
img/Athletic_Mesh_Sports_Tank/img_00000065.jpg,1,113,297,300,3,91609,train,17,1.0,113.0,297.0,300.0
img/Beaded_Tribal_Print_Blouse/img_00000022.jpg,1,69,200,300,4,24596,train,3,1.0,69.0,200.0,300.0
img/Colorblocked_Cotton_Tee/img_00000034.jpg,25,58,170,244,5,72135,train,18,25.0,58.0,170.0,244.0
img/Zippered_Crew_Neck_Sweater/img_00000016.jpg,126,138,300,294,2,60093,train,16,126.0,138.0,300.0,294.0
img/Semi-Sheer_Striped_Sweater/img_00000044.jpg,65,54,166,300,2,138682,train,16,65.0,54.0,166.0,300.0
img/Floral_Print_Tee/img_00000018.jpg,1,4,300,288,5,94646,train,18,1.0,4.0,300.0,288.0
img/Contrast-Piped_Blouse/img_00000045.jpg,33,58,171,264,4,12849,train,3,33.0,58.0,171.0,264.0
img/Wild_MTV_Tee/img_00000025.jpg,74,59,139,136,5,58504,train,18,74.0,59.0,139.0,136.0
img/Classic_Knit_Tee/img_00000012.jpg,74,190,145,295,5,68327,train,18,74.0,190.0,145.0,295.0
img/Boxy_Mixed_Stripe_Blouse/img_00000044.jpg,4,48,148,189,4,32544,train,3,4.0,48.0,148.0,189.0
img/Peter_Pan_Collar_Sweater/img_00000010.jpg,4,8,300,300,2,128994,train,16,4.0,8.0,300.0,300.0
img/Tasseled_Tribal_Print_Cardigan/img_00000007.jpg,55,53,149,198,1,47825,train,6,55.0,53.0,149.0,198.0
img/High-Neck_Drawstring_Dolman_Jacket/img_00000021.jpg,38,51,129,236,0,103792,train,11,38.0,51.0,129.0,236.0
img/Embroidered_Racerback_Tank/img_00000035.jpg,1,81,224,300,3,86917,train,17,1.0,81.0,224.0,300.0
img/Marled_Open-Knit_Sweater/img_00000003.jpg,32,59,123,178,2,117842,train,16,32.0,59.0,123.0,178.0
img/Sweet_Crochet_Blouse/img_00000128.jpg,1,18,300,231,4,3314,train,3,1.0,18.0,300.0,231.0
img/Floral_Raglan_Sweater/img_00000041.jpg,19,1,223,274,2,94750,train,16,19.0,1.0,223.0,274.0
img/Floral_Crochet_Sweater/img_00000046.jpg,135,31,300,275,2,93320,train,16,135.0,31.0,300.0,275.0
img/Striped_Fringe-Trim_Shawl_Cardigan/img_00000041.jpg,27,52,176,300,1,43158,train,6,27.0,52.0,176.0,300.0
img/Longline_Faux_Fur_Jacket/img_00000073.jpg,68,54,146,277,0,113808,train,11,68.0,54.0,146.0,277.0
img/Reason_Statue_of_Liberty_Mesh_Tank/img_00000005.jpg,8,69,200,300,3,132696,train,17,8.0,69.0,200.0,300.0
img/Mandarin_Collar_Blouse/img_00000036.jpg,30,72,193,300,4,25592,train,3,30.0,72.0,193.0,300.0
img/Zip-Back_Striped_Tank/img_00000045.jpg,51,75,173,262,3,59626,train,17,51.0,75.0,173.0,262.0
img/Lace_Panel_Pintucked_Blouse/img_00000059.jpg,30,123,211,288,4,23372,train,3,30.0,123.0,211.0,288.0
img/Tasseled_Lace-Up_Sweater/img_00000005.jpg,33,28,241,300,2,47608,train,16,33.0,28.0,241.0,300.0
img/Fitted_Cat_Print_Tee/img_00000013.jpg,53,80,162,252,5,92849,train,18,53.0,80.0,162.0,252.0
img/High_Slit_Scoop_Neck_Tee/img_00000015.jpg,77,69,222,263,5,103645,train,18,77.0,69.0,222.0,263.0
img/Chiffon_Paneled_Sweater/img_00000009.jpg,65,46,138,203,2,64363,train,16,65.0,46.0,138.0,203.0
img/Quilted_Sweater/img_00000021.jpg,25,77,225,300,2,131564,train,16,25.0,77.0,225.0,300.0
img/Waffle-Sleeve_Raglan_Sweater/img_00000046.jpg,52,74,212,252,2,57187,train,16,52.0,74.0,212.0,252.0
img/Relaxed_Draped_Cardigan/img_00000028.jpg,65,71,223,291,1,133064,train,6,65.0,71.0,223.0,291.0
img/Tupac_Graphic_Tee/img_00000009.jpg,1,1,292,300,5,53778,train,18,1.0,1.0,292.0,300.0
img/N.W.A._Graphic_Tank/img_00000012.jpg,22,76,173,205,3,122036,train,17,22.0,76.0,173.0,205.0
img/Contrast-Trimmed_Sweater/img_00000021.jpg,46,1,159,130,2,73774,train,16,46.0,1.0,159.0,130.0
img/Pizza_Print_Tank/img_00000057.jpg,65,1,238,300,3,129506,train,17,65.0,1.0,238.0,300.0
img/Dip-Dye_Tank/img_00000048.jpg,107,1,203,133,3,81046,train,17,107.0,1.0,203.0,133.0
img/V-Cut_Fringe_Tank/img_00000009.jpg,10,56,147,265,3,55082,train,17,10.0,56.0,147.0,265.0
img/Cable_Knit_Turtleneck_Sweater/img_00000031.jpg,41,45,229,225,2,60267,train,16,41.0,45.0,229.0,225.0
img/Woven_Pocket_Tank/img_00000012.jpg,56,33,224,248,3,58822,train,17,56.0,33.0,224.0,248.0
img/Heathered_Tank/img_00000037.jpg,61,55,153,202,3,102884,train,17,61.0,55.0,153.0,202.0
img/Pom_Pom-Trim_Macram&eacute;_Sweater/img_00000010.jpg,30,16,300,256,2,130449,train,16,30.0,16.0,300.0,256.0
img/Faux_Shearling_Collar_Marled_Jacket/img_00000018.jpg,17,71,190,283,0,91271,train,11,17.0,71.0,190.0,283.0
img/Heathered_Tulip-Back_Tank/img_00000020.jpg,71,75,241,290,3,102966,train,17,71.0,75.0,241.0,290.0
img/Fitted_Cat_Print_Tee/img_00000035.jpg,43,70,213,300,5,92871,train,18,43.0,70.0,213.0,300.0
img/Longline_Open-Front_Cardigan/img_00000022.jpg,33,48,158,250,1,114108,train,6,33.0,48.0,158.0,250.0
img/Knit_Shawl_Collar_Cardigan/img_00000057.jpg,46,44,185,254,1,108435,train,6,46.0,44.0,185.0,254.0
img/Map_Graphic_Tee/img_00000033.jpg,1,1,300,300,5,116254,train,18,1.0,1.0,300.0,300.0
img/Ribbed_Knit_Cropped_Tank/img_00000035.jpg,1,7,199,274,3,134470,train,17,1.0,7.0,199.0,274.0
img/Chiffon_&_Knit_Tee/img_00000011.jpg,73,81,233,268,5,64104,train,18,73.0,81.0,233.0,268.0
img/Crochet_Mesh_Tank/img_00000045.jpg,15,4,221,236,3,76060,train,17,15.0,4.0,221.0,236.0
img/Inverted_Seam_Knit_Sweater/img_00000026.jpg,1,3,182,279,2,107242,train,16,1.0,3.0,182.0,279.0
img/Striped_Crop_Sweater/img_00000081.jpg,33,66,170,212,2,42701,train,16,33.0,66.0,170.0,212.0
img/Micro-Striped_Suit_Jacket/img_00000036.jpg,62,32,240,278,0,120396,train,11,62.0,32.0,240.0,278.0
img/Safari_Animal_Print_Tank/img_00000032.jpg,38,102,180,273,3,137262,train,17,38.0,102.0,180.0,273.0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000044.jpg,42,47,145,219,4,1411,train,3,42.0,47.0,145.0,219.0
img/Longline_Sleeveless_Sweater/img_00000047.jpg,84,43,170,205,2,114473,train,16,84.0,43.0,170.0,205.0
img/Longline_Marled_Single-Button_Jacket/img_00000009.jpg,94,63,160,294,0,114045,train,11,94.0,63.0,160.0,294.0
img/Beaded_Chiffon_Blouse/img_00000087.jpg,37,41,169,218,4,23273,train,3,37.0,41.0,169.0,218.0
img/I_Glow_Graphic_Tank/img_00000021.jpg,95,63,226,267,3,106552,train,17,95.0,63.0,226.0,267.0
img/Meander_Wrap_Cardigan/img_00000015.jpg,2,102,226,300,1,118726,train,6,2.0,102.0,226.0,300.0
img/Checked_Dolman_Jacket/img_00000017.jpg,29,81,187,241,0,63271,train,11,29.0,81.0,187.0,241.0
